No,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link,Accession
1388,ENO1,Enolase 1,Protein Coding,48,GC01M008861,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1,P06733
1389,ARHGEF2,Rho/Rac Guanine Nucleotide Exchange Factor 2,Protein Coding,47,GC01M155946,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF2,Q92974
1390,LDHB,Lactate Dehydrogenase B,Protein Coding,47,GC12M021635,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB,P07195
1391,ACLY,ATP Citrate Lyase,Protein Coding,47,GC17M041866,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY,P53396
1392,CRKL,"CRK Like Proto-Oncogene, Adaptor Protein",Protein Coding,47,GC22P020917,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL,P46109
1393,XPO1,Exportin 1,Protein Coding,47,GC02M061445,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1,O14980
1394,TPM3,Tropomyosin 3,Protein Coding,47,GC01M154127,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3,P06753
1395,UBA1,Ubiquitin Like Modifier Activating Enzyme 1,Protein Coding,47,GC0XP047190,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1,P22314
1396,PSMA6,Proteasome 20S Subunit Alpha 6,Protein Coding,47,GC14P035278,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA6,P60900
1397,SLC25A1,Solute Carrier Family 25 Member 1,Protein Coding,47,GC22M019177,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1,P53007
1398,SLC25A12,Solute Carrier Family 25 Member 12,Protein Coding,47,GC02M171783,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12,O75746
1399,RFC1,Replication Factor C Subunit 1,Protein Coding,47,GC04M039291,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1,P35251
1400,PPP1CB,Protein Phosphatase 1 Catalytic Subunit Beta,Protein Coding,47,GC02P028752,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CB,P62140
1401,MCM3,Minichromosome Maintenance Complex Component 3,Protein Coding,46,GC06M052264,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3,P25205
1402,ZYX,Zyxin,Protein Coding,46,GC07P143381,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZYX,Q15942
1403,SRPK1,SRSF Protein Kinase 1,Protein Coding,46,GC06M047030,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK1,Q96SB4
1404,FLNC,Filamin C,Protein Coding,45,GC07P128830,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNC,Q14315
1405,COPB2,COPI Coat Complex Subunit Beta 2,Protein Coding,45,GC03M139355,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB2,P35606
1406,DPM1,"Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic",Protein Coding,45,GC20M050934,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1,O60762
1407,CCT5,Chaperonin Containing TCP1 Subunit 5,Protein Coding,45,GC05P010236,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT5,P48643
1408,KIF5B,Kinesin Family Member 5B,Protein Coding,45,GC10M032035,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF5B,P33176
1409,FMR1,FMRP Translational Regulator 1,Protein Coding,45,GC0XP147925,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1,Q06787
1410,EMD,Emerin,Protein Coding,45,GC0XP154379,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD,P50402
1411,MTHFD1,"Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1",Protein Coding,45,GC14P064388,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1,P11586
1412,SLC25A3,Solute Carrier Family 25 Member 3,Protein Coding,45,GC12P098593,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3,Q00325
1413,RFC2,Replication Factor C Subunit 2,Protein Coding,45,GC07M074231,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC2,P35250
1414,PFKFB3,"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3",Protein Coding,45,GC10P006144,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3,Q16875
1415,MKI67,Marker Of Proliferation Ki-67,Protein Coding,45,GC10M128096,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67,P46013
1416,PPM1B,"Protein Phosphatase, Mg2+/Mn2+ Dependent 1B",Protein Coding,45,GC02P044167,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1B,O75688
1417,PSMA4,Proteasome 20S Subunit Alpha 4,Protein Coding,45,GC15P078540,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA4,P25789
1418,PSMA7,Proteasome 20S Subunit Alpha 7,Protein Coding,45,GC20M062136,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7,O14818
1419,DDX41,DEAD-Box Helicase 41,Protein Coding,44,GC05M177511,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX41,Q9UJV9
1420,CLPB,Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit B,Protein Coding,44,GC11M072286,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB,Q9H078
1421,U2AF1,U2 Small Nuclear RNA Auxiliary Factor 1,Protein Coding,44,GC21M043092,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1,Q01081
1422,TECR,"Trans-2,3-Enoyl-CoA Reductase",Protein Coding,44,GC19P014504,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECR,Q9NZ01
1423,PRPF3,Pre-MRNA Processing Factor 3,Protein Coding,44,GC01P150321,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3,O43395
1424,SLC25A11,Solute Carrier Family 25 Member 11,Protein Coding,44,GC17M004937,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A11,Q02978
1425,NOP56,NOP56 Ribonucleoprotein,Protein Coding,44,GC20P003251,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56,O00567
1426,PSMD7,"Proteasome 26S Subunit, Non-ATPase 7",Protein Coding,44,GC16P074296,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD7,P51665
1427,PSMD2,"Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2",Protein Coding,44,GC03P184298,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD2,Q13200
1428,XRN2,5'-3' Exoribonuclease 2,Protein Coding,44,GC20P021303,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN2,Q9H0D6
1429,COPA,COPI Coat Complex Subunit Alpha,Protein Coding,43,GC01M160288,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPA,P53621
1430,HSPA4,Heat Shock Protein Family A (Hsp70) Member 4,Protein Coding,43,GC05P133051,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4,P34932
1431,DDX20,DEAD-Box Helicase 20,Protein Coding,43,GC01P111755,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX20,Q9UHI6
1432,ACTR3,Actin Related Protein 3,Protein Coding,43,GC02P113889,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3,P61158
1433,PUF60,Poly(U) Binding Splicing Factor 60,Protein Coding,43,GC08M143816,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUF60,Q9UHX1
1434,PSMD11,"Proteasome 26S Subunit, Non-ATPase 11",Protein Coding,43,GC17P032444,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD11,O00231
1435,POLR2B,RNA Polymerase II Subunit B,Protein Coding,43,GC04P056977,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2B,P30876
1436,PLS3,Plastin 3,Protein Coding,43,GC0XP115560,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLS3,P13797
1437,PAICS,Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,Protein Coding,43,GC04P056410,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS,P22234
1438,PCBP1,Poly(RC) Binding Protein 1,Protein Coding,43,GC02P070087,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP1,Q15365
1439,MYL6,Myosin Light Chain 6,Protein Coding,43,GC12P056158,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6,P60660
1440,KHSRP,KH-Type Splicing Regulatory Protein,Protein Coding,43,GC19M006413,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHSRP,Q92945
1441,PSMC1,"Proteasome 26S Subunit, ATPase 1",Protein Coding,43,GC14P090256,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1,P62191
1442,PSMC5,"Proteasome 26S Subunit, ATPase 5",Protein Coding,43,GC17P063827,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC5,P62195
1443,RBMX,RNA Binding Motif Protein X-Linked,Protein Coding,43,GC0XM136848,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMX,P38159
1444,DNAJA1,DnaJ Heat Shock Protein Family (Hsp40) Member A1,Protein Coding,42,GC09P033025,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA1,P31689
1445,CCT3,Chaperonin Containing TCP1 Subunit 3,Protein Coding,42,GC01M156308,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT3,P49368
1446,DCTN2,Dynactin Subunit 2,Protein Coding,42,GC12M057570,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2,Q13561
1447,CAPZA1,Capping Actin Protein Of Muscle Z-Line Subunit Alpha 1,Protein Coding,42,GC01P112619,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA1,P52907
1448,CALU,Calumenin,Protein Coding,42,GC07P128739,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALU,O43852
1449,CAPZA2,Capping Actin Protein Of Muscle Z-Line Subunit Alpha 2,Protein Coding,42,GC07P116811,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZA2,P47755
1450,DOCK7,Dedicator Of Cytokinesis 7,Protein Coding,42,GC01M062454,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK7,Q96N67
1451,POLRMT,RNA Polymerase Mitochondrial,Protein Coding,42,GC19M000617,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLRMT,O00411
1452,NPEPPS,Aminopeptidase Puromycin Sensitive,Protein Coding,42,GC17P047522,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPPS,P55786
1453,PCBP2,Poly(RC) Binding Protein 2,Protein Coding,42,GC12P053452,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBP2,Q15366
1454,MRPS22,Mitochondrial Ribosomal Protein S22,Protein Coding,42,GC03P139005,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22,P82650
1455,DNAJA2,DnaJ Heat Shock Protein Family (Hsp40) Member A2,Protein Coding,41,GC16M046955,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA2,O60884
1456,DNAJA3,DnaJ Heat Shock Protein Family (Hsp40) Member A3,Protein Coding,41,GC16P004425,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3,Q96EY1
1457,BLVRB,Biliverdin Reductase B,Protein Coding,41,GC19M040447,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLVRB,P30043
1458,BAG2,BAG Cochaperone 2,Protein Coding,41,GC06P057172,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2,O95816
1459,CAPZB,Capping Actin Protein Of Muscle Z-Line Subunit Beta,Protein Coding,41,GC01M019339,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZB,P47756
1460,MTDH,Metadherin,Protein Coding,41,GC08P097643,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH,Q86UE4
1461,TCP1,T-Complex 1,Protein Coding,41,GC06M159778,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1,P17987
1462,XPOT,Exportin For TRNA,Protein Coding,41,GC12P064404,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPOT,O43592
1463,PSMD13,"Proteasome 26S Subunit, Non-ATPase 13",Protein Coding,41,GC11P000236,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD13,Q9UNM6
1464,PRPF4B,Pre-MRNA Processing Factor 4B,Protein Coding,41,GC06P004021,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF4B,Q13523
1465,PSMC2,"Proteasome 26S Subunit, ATPase 2",Protein Coding,41,GC07P103344,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC2,P35998
1466,SLC25A22,Solute Carrier Family 25 Member 22,Protein Coding,41,GC11M001138,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22,Q9H936
1467,RCN2,Reticulocalbin 2,Protein Coding,41,GC15P076931,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN2,Q14257
1468,RBBP7,"RB Binding Protein 7, Chromatin Remodeling Factor",Protein Coding,41,GC0XM016839,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP7,Q16576
1469,SNRPA,Small Nuclear Ribonucleoprotein Polypeptide A,Protein Coding,41,GC19P040750,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA,P09012
1470,CORO1C,Coronin 1C,Protein Coding,40,GC12M108645,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1C,Q9ULV4
1471,ATAD3A,ATPase Family AAA Domain Containing 3A,Protein Coding,40,GC01P002047,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3A,Q9NVI7
1472,CCT6A,Chaperonin Containing TCP1 Subunit 6A,Protein Coding,40,GC07P056051,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A,P40227
1473,CCT4,Chaperonin Containing TCP1 Subunit 4,Protein Coding,40,GC02M061868,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT4,P50991
1474,CCT8,Chaperonin Containing TCP1 Subunit 8,Protein Coding,40,GC21M029055,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT8,P50990
1475,IMMT,Inner Membrane Mitochondrial Protein,Protein Coding,40,GC02M086144,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMMT,Q16891
1476,AASDHPPT,Aminoadipate-Semialdehyde Dehydrogenase-Phosphopantetheinyl Transferase,Protein Coding,40,GC11P106075,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AASDHPPT,Q9NRN7
1477,TMOD3,Tropomodulin 3,Protein Coding,40,GC15P051829,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD3,Q9NYL9
1478,SRSF5,Serine And Arginine Rich Splicing Factor 5,Protein Coding,40,GC14P069727,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF5,Q13243
1479,SMC2,Structural Maintenance Of Chromosomes 2,Protein Coding,40,GC09P104094,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC2,O95347
1480,PLRG1,Pleiotropic Regulator 1,Protein Coding,40,GC04M154534,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLRG1,O43660
1481,SMC4,Structural Maintenance Of Chromosomes 4,Protein Coding,40,GC03P160399,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC4,Q9NTJ3
1482,RCN1,Reticulocalbin 1,Protein Coding,40,GC11P032090,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN1,Q15293
1483,RFC3,Replication Factor C Subunit 3,Protein Coding,40,GC13P033818,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC3,P40938
1484,MYL12A,Myosin Light Chain 12A,Protein Coding,40,GC18P003238,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A,P19105
1485,PSMD6,"Proteasome 26S Subunit, Non-ATPase 6",Protein Coding,40,GC03M063973,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD6,Q15008
1486,NAT10,N-Acetyltransferase 10,Protein Coding,40,GC11P034105,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT10,Q9H0A0
1487,SNRNP70,Small Nuclear Ribonucleoprotein U1 Subunit 70,Protein Coding,40,GC19P049085,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP70,P08621
1488,COPB1,COPI Coat Complex Subunit Beta 1,Protein Coding,39,GC11M014436,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPB1,P53618
1489,GTPBP4,GTP Binding Protein 4,Protein Coding,39,GC10P000988,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP4,Q9BZE4
1490,LYAR,Ly1 Antibody Reactive,Protein Coding,39,GC04M004269,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYAR,Q9NX58
1491,GEMIN4,Gem Nuclear Organelle Associated Protein 4,Protein Coding,39,GC17M000744,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN4,P57678
1492,DDX24,DEAD-Box Helicase 24,Protein Coding,39,GC14M094048,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX24,Q9GZR7
1493,DNAJC7,DnaJ Heat Shock Protein Family (Hsp40) Member C7,Protein Coding,39,GC17M041977,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC7,Q99615
1494,EDC4,Enhancer Of MRNA Decapping 4,Protein Coding,39,GC16P067873,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDC4,Q6P2E9
1495,TSR1,TSR1 Ribosome Maturation Factor,Protein Coding,39,GC17M002322,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSR1,Q2NL82
1496,YTHDF2,YTH N6-Methyladenosine RNA Binding Protein 2,Protein Coding,39,GC01P028751,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF2,Q9Y5A9
1497,BCAS2,BCAS2 Pre-MRNA Processing Factor,Protein Coding,38,GC01M114567,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS2,O75934
1498,HSPA4L,Heat Shock Protein Family A (Hsp70) Member 4 Like,Protein Coding,38,GC04P127781,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4L,O95757
1499,HNRNPA0,Heterogeneous Nuclear Ribonucleoprotein A0,Protein Coding,38,GC05M137750,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0,Q13151
1500,EXOSC7,Exosome Component 7,Protein Coding,38,GC03P045602,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC7,Q15024
1501,FAF2,Fas Associated Factor Family Member 2,Protein Coding,38,GC05P176447,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF2,Q96CS3
1502,DDX39A,DExD-Box Helicase 39A,Protein Coding,38,GC19M014408,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX39A,O00148
1503,ARPC4,Actin Related Protein 2/3 Complex Subunit 4,Protein Coding,38,GC03P009792,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4,P59998
1504,DNAJC10,DnaJ Heat Shock Protein Family (Hsp40) Member C10,Protein Coding,38,GC02P182716,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC10,Q8IXB1
1505,RACK1,Receptor For Activated C Kinase 1,Protein Coding,38,GC05M181374,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RACK1,P63244
1506,HNRNPUL1,Heterogeneous Nuclear Ribonucleoprotein U Like 1,Protein Coding,38,GC19P041262,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL1,Q9BUJ2
1507,RBM39,RNA Binding Motif Protein 39,Protein Coding,38,GC20M035703,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM39,Q14498
1508,HAUS6,HAUS Augmin Like Complex Subunit 6,Protein Coding,37,GC09M019056,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS6,Q7Z4H7
1509,HP1BP3,Heterochromatin Protein 1 Binding Protein 3,Protein Coding,37,GC01M020742,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP1BP3,Q5SSJ5
1510,LUC7L2,"LUC7 Like 2, Pre-MRNA Splicing Factor",Protein Coding,37,GC07P139344,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2,Q9Y383
1511,ATP5F1A,ATP Synthase F1 Subunit Alpha,Protein Coding,37,GC18M046081,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A,P25705
1512,DIMT1,DIMT1 RRNA Methyltransferase And Ribosome Maturation Factor,Protein Coding,37,GC05M062387,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIMT1,Q9UNQ2
1513,SART3,"Spliceosome Associated Factor 3, U4/U6 Recycling Protein",Protein Coding,37,GC12M108522,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART3,Q15020
1514,SEC16A,"SEC16 Homolog A, Endoplasmic Reticulum Export Factor",Protein Coding,37,GC09M136440,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC16A,O15027
1515,GTF3C1,General Transcription Factor IIIC Subunit 1,Protein Coding,36,GC16M027471,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C1,Q12789
1516,BOP1,BOP1 Ribosomal Biogenesis Factor,Protein Coding,36,GC08M144262,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOP1,Q14137
1517,WDR6,WD Repeat Domain 6,Protein Coding,36,GC03P049007,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR6,Q9NNW5
1518,TMEM33,Transmembrane Protein 33,Protein Coding,36,GC04P041937,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM33,P57088
1519,PPP6R3,Protein Phosphatase 6 Regulatory Subunit 3,Protein Coding,36,GC11P068460,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3,Q5H9R7
1520,NOC3L,NOC3 Like DNA Replication Regulator,Protein Coding,36,GC10M094333,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOC3L,Q8WTT2
1521,NOP2,NOP2 Nucleolar Protein,Protein Coding,36,GC12M006556,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP2,P46087
1522,SERBP1,SERPINE1 MRNA Binding Protein 1,Protein Coding,36,GC01M067407,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1,Q8NC51
1523,PAK1IP1,PAK1 Interacting Protein 1,Protein Coding,36,GC06P010700,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1IP1,Q9NWT1
1524,NKRF,NFKB Repressing Factor,Protein Coding,36,GC0XM119588,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKRF,O15226
1525,HACD3,3-Hydroxyacyl-CoA Dehydratase 3,Protein Coding,35,GC15P065530,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACD3,Q9P035
1526,SRBD1,S1 RNA Binding Domain 1,Protein Coding,35,GC02M045388,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRBD1,Q8N5C6
1527,SCAF4,SR-Related CTD Associated Factor 4,Protein Coding,35,GC21M031706,0.424763024,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAF4,O95104
